Sales,Quantity,Profit,Discount,Region,State,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name
111.9,6,51.474,0,West,CA,5427,CA-2017-153598,12/3/2017 12:00:00 AM,12/6/2017 12:00:00 AM,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,90045,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
305.01,9,76.2525,0,West,CA,7290,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
50.784,2,17.7744,0.2,West,CA,7291,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
26.01,9,12.2247,0,West,CA,7292,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-LA-10004689,Office Supplies,Labels,Avery 512
305.01,9,76.2525,0,West,CA,7290,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
50.784,2,17.7744,0.2,West,CA,7291,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
26.01,9,12.2247,0,West,CA,7292,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-LA-10004689,Office Supplies,Labels,Avery 512
305.01,9,76.2525,0,West,CA,7290,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
50.784,2,17.7744,0.2,West,CA,7291,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
26.01,9,12.2247,0,West,CA,7292,CA-2017-153661,1/30/2017 12:00:00 AM,1/31/2017 12:00:00 AM,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,94122,OFF-LA-10004689,Office Supplies,Labels,Avery 512
16.99,1,4.9271,0,West,CA,2607,CA-2017-154053,3/4/2017 12:00:00 AM,3/10/2017 12:00:00 AM,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,92024,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener
105.52,4,48.5392,0,West,CA,8404,CA-2017-154067,2/1/2017 12:00:00 AM,2/7/2017 12:00:00 AM,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,90036,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883
222.384,2,22.2384,0.2,West,CA,8456,CA-2017-154081,5/22/2017 12:00:00 AM,5/29/2017 12:00:00 AM,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,90049,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone
321.568,2,28.1372,0.2,West,CA,250,CA-2017-154739,12/10/2017 12:00:00 AM,12/15/2017 12:00:00 AM,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,94109,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
10.56,2,5.0688,0,West,CA,5004,CA-2017-155033,10/7/2017 12:00:00 AM,10/12/2017 12:00:00 AM,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,90032,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
41.96,2,2.9372,0,West,CA,2331,CA-2017-155187,9/24/2017 12:00:00 AM,9/26/2017 12:00:00 AM,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,90004,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray"
41.7,5,20.85,0,West,CA,2332,CA-2017-155187,9/24/2017 12:00:00 AM,9/26/2017 12:00:00 AM,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,90004,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
41.96,2,2.9372,0,West,CA,2331,CA-2017-155187,9/24/2017 12:00:00 AM,9/26/2017 12:00:00 AM,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,90004,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray"
41.7,5,20.85,0,West,CA,2332,CA-2017-155187,9/24/2017 12:00:00 AM,9/26/2017 12:00:00 AM,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,90004,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
21.21,7,4.4541,0,West,CA,8685,CA-2017-155446,12/16/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Diego,92024,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
2003.52,6,-325.572,0.2,West,CA,3771,CA-2017-155530,12/17/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,San Francisco,94122,FUR-TA-10004256,Furniture,Tables,"Bretford ""Just In Time"" Height-Adjustable Multi-Task Work Tables"
1039.728,2,90.976200000,0.2,West,CA,7770,CA-2017-155978,8/1/2017 12:00:00 AM,8/1/2017 12:00:00 AM,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,92503,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
45.96,2,13.788,0,West,CA,7771,CA-2017-155978,8/1/2017 12:00:00 AM,8/1/2017 12:00:00 AM,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,92503,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
1039.728,2,90.976200000,0.2,West,CA,7770,CA-2017-155978,8/1/2017 12:00:00 AM,8/1/2017 12:00:00 AM,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,92503,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
45.96,2,13.788,0,West,CA,7771,CA-2017-155978,8/1/2017 12:00:00 AM,8/1/2017 12:00:00 AM,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,92503,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
38.376,3,13.4316,0.2,West,CA,5739,CA-2017-156139,12/31/2017 12:00:00 AM,1/6/2018 12:00:00 AM,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,94109,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
136.464,2,15.3522,0.2,West,CA,5245,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
333.576,3,33.3576,0.2,West,CA,5246,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone
12.544,2,4.704,0.2,West,CA,5247,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
136.464,2,15.3522,0.2,West,CA,5245,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
333.576,3,33.3576,0.2,West,CA,5246,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone
12.544,2,4.704,0.2,West,CA,5247,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
136.464,2,15.3522,0.2,West,CA,5245,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
333.576,3,33.3576,0.2,West,CA,5246,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone
12.544,2,4.704,0.2,West,CA,5247,CA-2017-156265,8/2/2017 12:00:00 AM,8/4/2017 12:00:00 AM,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,90032,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
43.92,4,11.8584,0,West,CA,4387,CA-2017-156811,10/27/2017 12:00:00 AM,11/2/2017 12:00:00 AM,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,94122,OFF-AP-10001366,Office Supplies,Appliances,Staple holder
25.032,3,7.8225,0.2,West,CA,4388,CA-2017-156811,10/27/2017 12:00:00 AM,11/2/2017 12:00:00 AM,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,94122,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
43.92,4,11.8584,0,West,CA,4387,CA-2017-156811,10/27/2017 12:00:00 AM,11/2/2017 12:00:00 AM,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,94122,OFF-AP-10001366,Office Supplies,Appliances,Staple holder
25.032,3,7.8225,0.2,West,CA,4388,CA-2017-156811,10/27/2017 12:00:00 AM,11/2/2017 12:00:00 AM,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,94122,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
35.984,2,4.498,0.2,West,CA,7278,CA-2017-157217,7/19/2017 12:00:00 AM,7/21/2017 12:00:00 AM,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,94110,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger
389.97,3,132.5898,0,West,CA,7279,CA-2017-157217,7/19/2017 12:00:00 AM,7/21/2017 12:00:00 AM,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,94110,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
35.984,2,4.498,0.2,West,CA,7278,CA-2017-157217,7/19/2017 12:00:00 AM,7/21/2017 12:00:00 AM,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,94110,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger
389.97,3,132.5898,0,West,CA,7279,CA-2017-157217,7/19/2017 12:00:00 AM,7/21/2017 12:00:00 AM,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,94110,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
194.848,4,12.178,0.2,West,CA,1068,CA-2017-157686,10/1/2017 12:00:00 AM,10/2/2017 12:00:00 AM,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,94122,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
686.4,2,77.220000000,0.2,West,CA,8869,CA-2017-158260,11/4/2017 12:00:00 AM,11/8/2017 12:00:00 AM,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Diego,92037,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
67.71,3,32.5008,0,West,CA,5042,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
129.92,4,38.976,0,West,CA,5043,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
467.46,9,191.6586,0,West,CA,5044,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
61.4,5,28.858,0,West,CA,5045,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
720.76,4,187.3976,0,West,CA,5046,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
5.184,3,1.8144,0.2,West,CA,5047,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
14.7,5,3.969,0,West,CA,5048,CA-2017-158694,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,90036,OFF-AR-10001227,Office Supplies,Art,Newell 338
14.9,5,7.152,0,West,CA,6014,CA-2017-159016,3/10/2017 12:00:00 AM,3/11/2017 12:00:00 AM,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,90008,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books
4158.912,8,363.9048,0.2,West,CA,6015,CA-2017-159016,3/10/2017 12:00:00 AM,3/11/2017 12:00:00 AM,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,90008,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
14.9,5,7.152,0,West,CA,6014,CA-2017-159016,3/10/2017 12:00:00 AM,3/11/2017 12:00:00 AM,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,90008,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books
4158.912,8,363.9048,0.2,West,CA,6015,CA-2017-159016,3/10/2017 12:00:00 AM,3/11/2017 12:00:00 AM,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,90008,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
111.96,2,54.8604,0,West,CA,1552,CA-2017-159345,6/17/2017 12:00:00 AM,6/22/2017 12:00:00 AM,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,92024,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934
